0,0
0.001,0
0.002,2.2918e-05
0.003,6.6562e-05
0.004,0.000129
0.005,0.0002085
0.006,0.00030357
0.007,0.00041285
0.008,0.00053514
0.009,0.0006694
0.01,0.00081466
0.011,0.0009701
0.012,0.001135
0.013,0.0013086
0.014,0.0014904
0.015,0.0016798
0.016,0.0018764
0.017,0.0020796
0.018,0.0022892
0.019,0.0025048
0.02,0.002726
0.021,0.0029526
0.022,0.0031843
0.023,0.0034208
0.024,0.0036619
0.025,0.0039075
0.026,0.0041574
0.027,0.0044113
0.028,0.0046691
0.029,0.0049307
0.03,0.0051959
0.031,0.0054646
0.032,0.0057367
0.033,0.006012
0.034,0.0062905
0.035,0.0065721
0.036,0.0068565
0.037,0.0071439
0.038,0.007434
0.039,0.0077268
0.04,0.0080222
0.041,0.0083201
0.042,0.0086205
0.043,0.0089232
0.044,0.0092283
0.045,0.0095356
0.046,0.009845
0.047,0.010157
0.048,0.01047
0.049,0.010786
0.05,0.011104
0.051,0.011423
0.052,0.011744
0.053,0.012067
0.054,0.012392
0.055,0.012719
0.056,0.013047
0.057,0.013376
0.058,0.013707
0.059,0.01404
0.06,0.014374
0.061,0.01471
0.062,0.015047
0.063,0.015385
0.064,0.015724
0.065,0.016065
0.066,0.016407
0.067,0.01675
0.068,0.017094
0.069,0.017439
0.07,0.017785
0.071,0.018133
0.072,0.018481
0.073,0.01883
0.074,0.01918
0.075,0.019531
0.076,0.019883
0.077,0.020236
0.078,0.02059
0.079,0.020944
0.08,0.021299
0.081,0.021655
0.082,0.022011
0.083,0.022368
0.084,0.022726
0.085,0.023084
0.086,0.023443
0.087,0.023803
0.088,0.024163
0.089,0.024523
0.09,0.024885
0.091,0.025246
0.092,0.025608
0.093,0.025971
0.094,0.026334
0.095,0.026697
0.096,0.027061
0.097,0.027425
0.098,0.027789
0.099,0.028154
0.1,0.028519
0.101,0.028884
0.102,0.02925
0.103,0.029616
0.104,0.029982
0.105,0.030348
0.106,0.030715
0.107,0.031082
0.108,0.031449
0.109,0.031816
0.11,0.032183
0.111,0.032551
0.112,0.032919
0.113,0.033286
0.114,0.033654
0.115,0.034023
0.116,0.034391
0.117,0.034759
0.118,0.035128
0.119,0.035496
0.12,0.035865
0.121,0.036233
0.122,0.036602
0.123,0.036971
0.124,0.037339
0.125,0.037708
0.126,0.038077
0.127,0.038446
0.128,0.038815
0.129,0.039184
0.13,0.039553
0.131,0.039921
0.132,0.04029
0.133,0.040659
0.134,0.041028
0.135,0.041397
0.136,0.041765
0.137,0.042134
0.138,0.042503
0.139,0.042871
0.14,0.04324
0.141,0.043609
0.142,0.043977
0.143,0.044345
0.144,0.044714
0.145,0.045082
0.146,0.04545
0.147,0.045818
0.148,0.046186
0.149,0.046554
0.15,0.046922
0.151,0.04729
0.152,0.047657
0.153,0.048025
0.154,0.048392
0.155,0.04876
0.156,0.049127
0.157,0.049494
0.158,0.049861
0.159,0.050228
0.16,0.050595
0.161,0.050962
0.162,0.051329
0.163,0.051695
0.164,0.052062
0.165,0.052428
0.166,0.052794
0.167,0.05316
0.168,0.053526
0.169,0.053892
0.17,0.054258
0.171,0.054624
0.172,0.054989
0.173,0.055355
0.174,0.05572
0.175,0.056085
0.176,0.05645
0.177,0.056815
0.178,0.05718
0.179,0.057545
0.18,0.05791
0.181,0.058274
0.182,0.058639
0.183,0.059003
0.184,0.059367
0.185,0.059731
0.186,0.060095
0.187,0.060459
0.188,0.060823
0.189,0.061186
0.19,0.06155
0.191,0.061913
0.192,0.062277
0.193,0.06264
0.194,0.063003
0.195,0.063366
0.196,0.063729
0.197,0.064091
0.198,0.064454
0.199,0.064817
0.2,0.065179
0.201,0.065541
0.202,0.065904
0.203,0.066266
0.204,0.066628
0.205,0.06699
0.206,0.067352
0.207,0.067713
0.208,0.068075
0.209,0.068437
0.21,0.068798
0.211,0.06916
0.212,0.069521
0.213,0.069882
0.214,0.070243
0.215,0.070604
0.216,0.070965
0.217,0.071326
0.218,0.071687
0.219,0.072047
0.22,0.072408
0.221,0.072768
0.222,0.073129
0.223,0.073489
0.224,0.073849
0.225,0.07421
0.226,0.07457
0.227,0.07493
0.228,0.07529
0.229,0.07565
0.23,0.076009
0.231,0.076369
0.232,0.076729
0.233,0.077088
0.234,0.077448
0.235,0.077807
0.236,0.078167
0.237,0.078526
0.238,0.078885
0.239,0.079244
0.24,0.079603
0.241,0.079963
0.242,0.080322
0.243,0.08068
0.244,0.081039
0.245,0.081398
0.246,0.081757
0.247,0.082116
0.248,0.082474
0.249,0.082833
0.25,0.083191
0.251,0.08355
0.252,0.083908
0.253,0.084267
0.254,0.084625
0.255,0.084983
0.256,0.085342
0.257,0.0857
0.258,0.086058
0.259,0.086416
0.26,0.086774
0.261,0.087132
0.262,0.08749
0.263,0.087848
0.264,0.088206
0.265,0.088564
0.266,0.088922
0.267,0.089279
0.268,0.089637
0.269,0.089995
0.27,0.090352
0.271,0.09071
0.272,0.091068
0.273,0.091425
0.274,0.091783
0.275,0.09214
0.276,0.092498
0.277,0.092855
0.278,0.093212
0.279,0.09357
0.28,0.093927
0.281,0.094284
0.282,0.094642
0.283,0.094999
0.284,0.095356
0.285,0.095713
0.286,0.096071
0.287,0.096428
0.288,0.096785
0.289,0.097142
0.29,0.097499
0.291,0.097856
0.292,0.098213
0.293,0.09857
0.294,0.098927
0.295,0.099284
0.296,0.099641
0.297,0.099998
0.298,0.10035
0.299,0.10071
0.3,0.10107
0.301,0.10143
0.302,0.10178
0.303,0.10214
0.304,0.1025
0.305,0.10285
0.306,0.10321
0.307,0.10357
0.308,0.10392
0.309,0.10428
0.31,0.10464
0.311,0.10499
0.312,0.10535
0.313,0.10571
0.314,0.10606
0.315,0.10642
0.316,0.10678
0.317,0.10713
0.318,0.10749
0.319,0.10785
0.32,0.1082
0.321,0.10856
0.322,0.10892
0.323,0.10927
0.324,0.10963
0.325,0.10999
0.326,0.11034
0.327,0.1107
0.328,0.11106
0.329,0.11141
0.33,0.11177
0.331,0.11212
0.332,0.11248
0.333,0.11284
0.334,0.11319
0.335,0.11355
0.336,0.11391
0.337,0.11426
0.338,0.11462
0.339,0.11498
0.34,0.11533
0.341,0.11569
0.342,0.11605
0.343,0.1164
0.344,0.11676
0.345,0.11712
0.346,0.11747
0.347,0.11783
0.348,0.11818
0.349,0.11854
0.35,0.1189
0.351,0.11925
0.352,0.11961
0.353,0.11997
0.354,0.12032
0.355,0.12068
0.356,0.12104
0.357,0.12139
0.358,0.12175
0.359,0.12211
0.36,0.12246
0.361,0.12282
0.362,0.12317
0.363,0.12353
0.364,0.12389
0.365,0.12424
0.366,0.1246
0.367,0.12496
0.368,0.12531
0.369,0.12567
0.37,0.12603
0.371,0.12638
0.372,0.12674
0.373,0.1271
0.374,0.12745
0.375,0.12781
0.376,0.12816
0.377,0.12852
0.378,0.12888
0.379,0.12923
0.38,0.12959
0.381,0.12995
0.382,0.1303
0.383,0.13066
0.384,0.13102
0.385,0.13137
0.386,0.13173
0.387,0.13209
0.388,0.13244
0.389,0.1328
0.39,0.13315
0.391,0.13351
0.392,0.13387
0.393,0.13422
0.394,0.13458
0.395,0.13494
0.396,0.13529
0.397,0.13565
0.398,0.13601
0.399,0.13636
0.4,0.13672
0.401,0.13708
0.402,0.13743
0.403,0.13779
0.404,0.13814
0.405,0.1385
0.406,0.13886
0.407,0.13921
0.408,0.13957
0.409,0.13993
0.41,0.14028
0.411,0.14064
0.412,0.141
0.413,0.14135
0.414,0.14171
0.415,0.14207
0.416,0.14242
0.417,0.14278
0.418,0.14314
0.419,0.14349
0.42,0.14385
0.421,0.1442
0.422,0.14456
0.423,0.14492
0.424,0.14527
0.425,0.14563
0.426,0.14599
0.427,0.14634
0.428,0.1467
0.429,0.14706
0.43,0.14741
0.431,0.14777
0.432,0.14813
0.433,0.14848
0.434,0.14884
0.435,0.1492
0.436,0.14955
0.437,0.14991
0.438,0.15027
0.439,0.15062
0.44,0.15098
0.441,0.15134
0.442,0.15169
0.443,0.15205
0.444,0.15241
0.445,0.15276
0.446,0.15312
0.447,0.15348
0.448,0.15383
0.449,0.15419
0.45,0.15454
0.451,0.1549
0.452,0.15526
0.453,0.15561
0.454,0.15597
0.455,0.15633
0.456,0.15668
0.457,0.15704
0.458,0.1574
0.459,0.15775
0.46,0.15811
0.461,0.15847
0.462,0.15882
0.463,0.15918
0.464,0.15954
