phi,theta
2.8565E-06,0.84588
2.8565E-06,0.84624
2.8565E-06,0.8466
2.8566E-06,0.84696
2.8566E-06,0.84732
2.8566E-06,0.84768
2.8566E-06,0.84804
2.8566E-06,0.8484
2.8566E-06,0.84876
2.8567E-06,0.84912
2.8567E-06,0.84948
2.8567E-06,0.84985
2.8567E-06,0.85021
2.8567E-06,0.85057
2.8567E-06,0.85093
2.8568E-06,0.85129
2.8568E-06,0.85165
2.8568E-06,0.85201
2.8568E-06,0.85237
2.8568E-06,0.85273
2.8568E-06,0.85309
2.8569E-06,0.85345
2.8569E-06,0.85382
2.8569E-06,0.85418
2.8569E-06,0.85454
2.8569E-06,0.8549
2.857E-06,0.85526
2.857E-06,0.85562
2.857E-06,0.85598
2.857E-06,0.85634
2.857E-06,0.8567
2.857E-06,0.85706
2.8571E-06,0.85743
2.8571E-06,0.85779
2.8571E-06,0.85815
2.8571E-06,0.85851
2.8571E-06,0.85887
2.8571E-06,0.85923
2.8572E-06,0.85959
2.8572E-06,0.85995
2.8572E-06,0.86031
2.8572E-06,0.86067
2.8572E-06,0.86103
2.8573E-06,0.8614
2.8573E-06,0.86176
2.8573E-06,0.86212
2.8573E-06,0.86248
2.8573E-06,0.86284
2.8573E-06,0.8632
2.8574E-06,0.86356
2.8574E-06,0.86392
2.8574E-06,0.86428
2.8574E-06,0.86464
2.8574E-06,0.86501
2.8574E-06,0.86537
2.8575E-06,0.86573
2.8575E-06,0.86609
2.8575E-06,0.86645
2.8575E-06,0.86681
2.8575E-06,0.86717
2.8575E-06,0.86753
2.8576E-06,0.86789
2.8576E-06,0.86825
2.8576E-06,0.86862
2.8576E-06,0.86898
2.8576E-06,0.86934
2.8577E-06,0.8697
2.8577E-06,0.87006
2.8577E-06,0.87042
2.8577E-06,0.87078
2.8577E-06,0.87114
2.8577E-06,0.8715
2.8578E-06,0.87187
2.8578E-06,0.87223
2.8578E-06,0.87259
2.8578E-06,0.87295
2.8578E-06,0.87331
2.8578E-06,0.87367
2.8579E-06,0.87403
2.8579E-06,0.87439
2.8579E-06,0.87475
2.8579E-06,0.87511
2.8579E-06,0.87548
2.858E-06,0.87584
2.858E-06,0.8762
2.858E-06,0.87656
2.858E-06,0.87692
2.858E-06,0.87728
2.858E-06,0.87764
2.8581E-06,0.878
2.8581E-06,0.87836
2.8581E-06,0.87873
2.8581E-06,0.87909
2.8581E-06,0.87945
2.8581E-06,0.87981
2.8582E-06,0.88017
2.8582E-06,0.88053
2.8582E-06,0.88089
2.8582E-06,0.88125
2.8582E-06,0.88161
2.8582E-06,0.88198
2.8583E-06,0.88234
2.8583E-06,0.8827
2.8583E-06,0.88306
2.8583E-06,0.88342
2.8583E-06,0.88378
2.8584E-06,0.88414
2.8584E-06,0.8845
2.8584E-06,0.88486
2.8584E-06,0.88523
2.8584E-06,0.88559
2.8584E-06,0.88595
2.8585E-06,0.88631
2.8585E-06,0.88667
2.8585E-06,0.88703
2.8585E-06,0.88739
2.8585E-06,0.88775
2.8585E-06,0.88811
2.8586E-06,0.88848
2.8586E-06,0.88884
2.8586E-06,0.8892
2.8586E-06,0.88956
2.8586E-06,0.88992
2.8587E-06,0.89028
2.8587E-06,0.89064
2.8587E-06,0.891
2.8587E-06,0.89136
2.8587E-06,0.89173
2.8587E-06,0.89209
2.8588E-06,0.89245
2.8588E-06,0.89281
2.8588E-06,0.89317
2.8588E-06,0.89353
2.8588E-06,0.89389
2.8588E-06,0.89425
2.8589E-06,0.89462
2.8589E-06,0.89498
2.8589E-06,0.89534
2.8589E-06,0.8957
2.8589E-06,0.89606
2.8589E-06,0.89642
2.859E-06,0.89678
2.859E-06,0.89714
2.859E-06,0.8975
2.859E-06,0.89787
2.859E-06,0.89823
2.8591E-06,0.89859
2.8591E-06,0.89895
2.8591E-06,0.89931
2.8591E-06,0.89967
2.8591E-06,0.90003
2.8591E-06,0.90039
2.8592E-06,0.90076
2.8592E-06,0.90112
2.8592E-06,0.90148
2.8592E-06,0.90184
2.8592E-06,0.9022
2.8592E-06,0.90256
2.8593E-06,0.90292
2.8593E-06,0.90328
2.8593E-06,0.90365
2.8593E-06,0.90401
2.8593E-06,0.90437
2.8594E-06,0.90473
2.8594E-06,0.90509
2.8594E-06,0.90545
2.8594E-06,0.90581
2.8594E-06,0.90617
2.8594E-06,0.90654
2.8595E-06,0.9069
2.8595E-06,0.90726
2.8595E-06,0.90762
2.8595E-06,0.90798
2.8595E-06,0.90834
2.8595E-06,0.9087
2.8596E-06,0.90906
2.8596E-06,0.90943
2.8596E-06,0.90979
2.8596E-06,0.91015
2.8596E-06,0.91051
2.8596E-06,0.91087
2.8597E-06,0.91123
2.8597E-06,0.91159
2.8597E-06,0.91195
2.8597E-06,0.91232
2.8597E-06,0.91268
2.8598E-06,0.91304
2.8598E-06,0.9134
2.8598E-06,0.91376
2.8598E-06,0.91412
2.8598E-06,0.91448
2.8598E-06,0.91484
2.8599E-06,0.91521
2.8599E-06,0.91557
2.8599E-06,0.91593
2.8599E-06,0.91629
2.8599E-06,0.91665
2.8599E-06,0.91701
2.86E-06,0.91737
2.86E-06,0.91774
2.86E-06,0.9181
2.86E-06,0.91846
2.86E-06,0.91882
2.8601E-06,0.91918
2.8601E-06,0.91954
2.8601E-06,0.9199
2.8601E-06,0.92026
2.8601E-06,0.92063
2.8601E-06,0.92099
2.8602E-06,0.92135
2.8602E-06,0.92171
2.8602E-06,0.92207
2.8602E-06,0.92243
2.8602E-06,0.92279
2.8602E-06,0.92316
2.8603E-06,0.92352
2.8603E-06,0.92388
2.8603E-06,0.92424
2.8603E-06,0.9246
2.8603E-06,0.92496
2.8604E-06,0.92532
2.8604E-06,0.92568
2.8604E-06,0.92605
2.8604E-06,0.92641
2.8604E-06,0.92677
2.8604E-06,0.92713
2.8605E-06,0.92749
2.8605E-06,0.92785
2.8605E-06,0.92821
2.8605E-06,0.92858
2.8605E-06,0.92894
2.8605E-06,0.9293
2.8606E-06,0.92966
2.8606E-06,0.93002
2.8606E-06,0.93038
2.8606E-06,0.93074
2.8606E-06,0.93111
2.8606E-06,0.93147
2.8607E-06,0.93183
2.8607E-06,0.93219
2.8607E-06,0.93255
2.8607E-06,0.93291
2.8607E-06,0.93327
2.8608E-06,0.93364
2.8608E-06,0.934
2.8608E-06,0.93436
2.8608E-06,0.93472
2.8608E-06,0.93508
2.8608E-06,0.93544
2.8609E-06,0.9358
2.8609E-06,0.93617
2.8609E-06,0.93653
2.8609E-06,0.93689
2.8609E-06,0.93725
2.8609E-06,0.93761
2.861E-06,0.93797
2.861E-06,0.93833
2.861E-06,0.9387
2.861E-06,0.93906
2.861E-06,0.93942
2.8611E-06,0.93978
2.8611E-06,0.94014
2.8611E-06,0.9405
2.8611E-06,0.94086
2.8611E-06,0.94123
2.8611E-06,0.94159
2.8612E-06,0.94195
2.8612E-06,0.94231
2.8612E-06,0.94267
2.8612E-06,0.94303
2.8612E-06,0.94339
2.8612E-06,0.94376
2.8613E-06,0.94412
2.8613E-06,0.94448
2.8613E-06,0.94484
2.8613E-06,0.9452
2.8613E-06,0.94556
2.8613E-06,0.94593
2.8614E-06,0.94629
2.8614E-06,0.94665
2.8614E-06,0.94701
2.8614E-06,0.94737
2.8614E-06,0.94773
2.8615E-06,0.94809
2.8615E-06,0.94846
2.8615E-06,0.94882
2.8615E-06,0.94918
2.8615E-06,0.94954
2.8615E-06,0.9499
2.8616E-06,0.95026
2.8616E-06,0.95062
2.8616E-06,0.95099
2.8616E-06,0.95135
2.8616E-06,0.95171
2.8616E-06,0.95207
2.8617E-06,0.95243
2.8617E-06,0.95279
2.8617E-06,0.95316
2.8617E-06,0.95352
2.8617E-06,0.95388
2.8618E-06,0.95424
2.8618E-06,0.9546
2.8618E-06,0.95496
2.8618E-06,0.95532
2.8618E-06,0.95569
2.8618E-06,0.95605
2.8619E-06,0.95641
2.8619E-06,0.95677
2.8619E-06,0.95713
2.8619E-06,0.95749
2.8619E-06,0.95786
2.8619E-06,0.95822
2.862E-06,0.95858
2.862E-06,0.95894
2.862E-06,0.9593
2.862E-06,0.95966
2.862E-06,0.96003
2.862E-06,0.96039
2.8621E-06,0.96075
2.8621E-06,0.96111
2.8621E-06,0.96147
2.8621E-06,0.96183
2.8621E-06,0.96219
2.8622E-06,0.96256
2.8622E-06,0.96292
2.8622E-06,0.96328
2.8622E-06,0.96364
2.8622E-06,0.964
2.8622E-06,0.96436
2.8623E-06,0.96473
2.8623E-06,0.96509
2.8623E-06,0.96545
2.8623E-06,0.96581
2.8623E-06,0.96617
2.8623E-06,0.96653
2.8624E-06,0.9669
2.8624E-06,0.96726
2.8624E-06,0.96762
2.8624E-06,0.96798
2.8624E-06,0.96834
2.8625E-06,0.9687
2.8625E-06,0.96907
2.8625E-06,0.96943
2.8625E-06,0.96979
2.8625E-06,0.97015
2.8625E-06,0.97051
2.8626E-06,0.97087
2.8626E-06,0.97124
2.8626E-06,0.9716
2.8626E-06,0.97196
2.8626E-06,0.97232
2.8626E-06,0.97268
2.8627E-06,0.97304
2.8627E-06,0.97341
2.8627E-06,0.97377
2.8627E-06,0.97413
2.8627E-06,0.97449
2.8628E-06,0.97485
2.8628E-06,0.97521
2.8628E-06,0.97558
2.8628E-06,0.97594
2.8628E-06,0.9763
2.8628E-06,0.97666
2.8629E-06,0.97702
2.8629E-06,0.97738
2.8629E-06,0.97775
2.8629E-06,0.97811
2.8629E-06,0.97847
2.8629E-06,0.97883
2.863E-06,0.97919
2.863E-06,0.97955
2.863E-06,0.97992
2.863E-06,0.98028
2.863E-06,0.98064
2.863E-06,0.981
2.8631E-06,0.98136
2.8631E-06,0.98172
2.8631E-06,0.98209
2.8631E-06,0.98245
2.8631E-06,0.98281
2.8632E-06,0.98317
2.8632E-06,0.98353
2.8632E-06,0.98389
2.8632E-06,0.98426
2.8632E-06,0.98462
2.8632E-06,0.98498
2.8633E-06,0.98534
2.8633E-06,0.9857
2.8633E-06,0.98606
2.8633E-06,0.98643
2.8633E-06,0.98679
2.8633E-06,0.98715
2.8634E-06,0.98751
2.8634E-06,0.98787
2.8634E-06,0.98824
2.8634E-06,0.9886
2.8634E-06,0.98896
2.8635E-06,0.98932
2.8635E-06,0.98968
2.8635E-06,0.99004
2.8635E-06,0.99041
2.8635E-06,0.99077
2.8635E-06,0.99113
2.8636E-06,0.99149
2.8636E-06,0.99185
2.8636E-06,0.99221
2.8636E-06,0.99258
2.8636E-06,0.99294
2.8636E-06,0.9933
2.8637E-06,0.99366
2.8637E-06,0.99402
2.8637E-06,0.99439
2.8637E-06,0.99475
2.8637E-06,0.99511
2.8638E-06,0.99547
2.8638E-06,0.99583
2.8638E-06,0.99619
2.8638E-06,0.99656
2.8638E-06,0.99692
2.8638E-06,0.99728
2.8639E-06,0.99764
2.8639E-06,0.998
2.8639E-06,0.99837
2.8639E-06,0.99873
2.8639E-06,0.99909
2.8639E-06,0.99945
2.864E-06,0.99981
2.864E-06,1.0002
2.864E-06,1.0005
2.864E-06,1.0009
2.864E-06,1.0013
2.864E-06,1.0016
2.8641E-06,1.002
2.8641E-06,1.0023
2.8641E-06,1.0027
2.8641E-06,1.0031
2.8641E-06,1.0034
2.8642E-06,1.0038
2.8642E-06,1.0042
2.8642E-06,1.0045
2.8642E-06,1.0049
2.8642E-06,1.0052
2.8642E-06,1.0056
2.8643E-06,1.006
2.8643E-06,1.0063
2.8643E-06,1.0067
2.8643E-06,1.007
2.8643E-06,1.0074
2.8643E-06,1.0078
2.8644E-06,1.0081
2.8644E-06,1.0085
2.8644E-06,1.0089
2.8644E-06,1.0092
2.8644E-06,1.0096
2.8645E-06,1.0099
2.8645E-06,1.0103
2.8645E-06,1.0107
2.8645E-06,1.011
2.8645E-06,1.0114
2.8645E-06,1.0118
2.8646E-06,1.0121
2.8646E-06,1.0125
2.8646E-06,1.0128
2.8646E-06,1.0132
2.8646E-06,1.0136
2.8646E-06,1.0139
2.8647E-06,1.0143
2.8647E-06,1.0146
2.8647E-06,1.015
2.8647E-06,1.0154
2.8647E-06,1.0157
2.8647E-06,1.0161
2.8648E-06,1.0165
2.8648E-06,1.0168
2.8648E-06,1.0172
2.8648E-06,1.0175
2.8648E-06,1.0179
2.8649E-06,1.0183
2.8649E-06,1.0186
2.8649E-06,1.019
2.8649E-06,1.0194
2.8649E-06,1.0197
2.8649E-06,1.0201
2.865E-06,1.0204
2.865E-06,1.0208
2.865E-06,1.0212
2.865E-06,1.0215
2.865E-06,1.0219
2.865E-06,1.0222
2.8651E-06,1.0226
2.8651E-06,1.023
2.8651E-06,1.0233
2.8651E-06,1.0237
2.8651E-06,1.0241
2.8652E-06,1.0244
2.8652E-06,1.0248
2.8652E-06,1.0251
2.8652E-06,1.0255
2.8652E-06,1.0259
2.8652E-06,1.0262
2.8653E-06,1.0266
2.8653E-06,1.027
2.8653E-06,1.0273
2.8653E-06,1.0277
2.8653E-06,1.028
2.8653E-06,1.0284
2.8654E-06,1.0288
2.8654E-06,1.0291
2.8654E-06,1.0295
2.8654E-06,1.0299
2.8654E-06,1.0302
2.8655E-06,1.0306
2.8655E-06,1.0309
2.8655E-06,1.0313
2.8655E-06,1.0317
2.8655E-06,1.032
2.8655E-06,1.0324
2.8656E-06,1.0327
2.8656E-06,1.0331
2.8656E-06,1.0335
2.8656E-06,1.0338
2.8656E-06,1.0342
2.8656E-06,1.0346
2.8657E-06,1.0349
2.8657E-06,1.0353
2.8657E-06,1.0356
2.8657E-06,1.036
2.8657E-06,1.0364
2.8657E-06,1.0367
2.8658E-06,1.0371
2.8658E-06,1.0375
2.8658E-06,1.0378
2.8658E-06,1.0382
2.8658E-06,1.0385
2.8659E-06,1.0389
2.8659E-06,1.0393
2.8659E-06,1.0396
2.8659E-06,1.04
2.8659E-06,1.0404
2.8659E-06,1.0407
2.866E-06,1.0411
2.866E-06,1.0414
2.866E-06,1.0418
2.866E-06,1.0422
2.866E-06,1.0425
2.866E-06,1.0429
2.8661E-06,1.0432
2.8661E-06,1.0436
2.8661E-06,1.044
2.8661E-06,1.0443
2.8661E-06,1.0447
2.8662E-06,1.0451
2.8662E-06,1.0454
2.8662E-06,1.0458
2.8662E-06,1.0461
2.8662E-06,1.0465
2.8662E-06,1.0469
2.8663E-06,1.0472
2.8663E-06,1.0476
2.8663E-06,1.048
2.8663E-06,1.0483
2.8663E-06,1.0487
2.8663E-06,1.049
2.8664E-06,1.0494
2.8664E-06,1.0498
2.8664E-06,1.0501
2.8664E-06,1.0505
2.8664E-06,1.0509
2.8665E-06,1.0512
2.8665E-06,1.0516
2.8665E-06,1.0519
2.8665E-06,1.0523
2.8665E-06,1.0527
2.8665E-06,1.053
2.8666E-06,1.0534
2.8666E-06,1.0537
2.8666E-06,1.0541
2.8666E-06,1.0545
2.8666E-06,1.0548
2.8666E-06,1.0552
2.8667E-06,1.0556
2.8667E-06,1.0559
2.8667E-06,1.0563
2.8667E-06,1.0566
2.8667E-06,1.057
2.8668E-06,1.0574
2.8668E-06,1.0577
2.8668E-06,1.0581
2.8668E-06,1.0585
2.8668E-06,1.0588
2.8668E-06,1.0592
2.8669E-06,1.0595
2.8669E-06,1.0599
2.8669E-06,1.0603
2.8669E-06,1.0606
2.8669E-06,1.061
2.8669E-06,1.0614
2.867E-06,1.0617
2.867E-06,1.0621
2.867E-06,1.0624
2.867E-06,1.0628
2.867E-06,1.0632
2.867E-06,1.0635
2.8671E-06,1.0639
2.8671E-06,1.0643
2.8671E-06,1.0646
2.8671E-06,1.065
2.8671E-06,1.0653
2.8672E-06,1.0657
2.8672E-06,1.0661
2.8672E-06,1.0664
2.8672E-06,1.0668
2.8672E-06,1.0672
2.8672E-06,1.0675
2.8673E-06,1.0679
2.8673E-06,1.0682
2.8673E-06,1.0686
2.8673E-06,1.069
2.8673E-06,1.0693
2.8673E-06,1.0697
2.8674E-06,1.07
2.8674E-06,1.0704
2.8674E-06,1.0708
2.8674E-06,1.0711
2.8674E-06,1.0715
2.8675E-06,1.0719
2.8675E-06,1.0722
2.8675E-06,1.0726
2.8675E-06,1.0729
2.8675E-06,1.0733
2.8675E-06,1.0737
2.8676E-06,1.074
2.8676E-06,1.0744
2.8676E-06,1.0748
2.8676E-06,1.0751
2.8676E-06,1.0755
2.8676E-06,1.0758
2.8677E-06,1.0762
2.8677E-06,1.0766
2.8677E-06,1.0769
2.8677E-06,1.0773
2.8677E-06,1.0777
2.8678E-06,1.078
2.8678E-06,1.0784
2.8678E-06,1.0787
2.8678E-06,1.0791
2.8678E-06,1.0795
2.8678E-06,1.0798
2.8679E-06,1.0802
2.8679E-06,1.0806
2.8679E-06,1.0809
2.8679E-06,1.0813
2.8679E-06,1.0816
2.8679E-06,1.082
2.868E-06,1.0824
2.868E-06,1.0827
2.868E-06,1.0831
2.868E-06,1.0835
2.868E-06,1.0838
2.868E-06,1.0842
2.8681E-06,1.0845
2.8681E-06,1.0849
2.8681E-06,1.0853
2.8681E-06,1.0856
2.8681E-06,1.086
2.8682E-06,1.0864
2.8682E-06,1.0867
2.8682E-06,1.0871
2.8682E-06,1.0874
2.8682E-06,1.0878
2.8682E-06,1.0882
2.8683E-06,1.0885
2.8683E-06,1.0889
2.8683E-06,1.0893
2.8683E-06,1.0896
2.8683E-06,1.09
2.8683E-06,1.0903
2.8684E-06,1.0907
2.8684E-06,1.0911
2.8684E-06,1.0914
2.8684E-06,1.0918
2.8684E-06,1.0921
2.8685E-06,1.0925
2.8685E-06,1.0929
2.8685E-06,1.0932
2.8685E-06,1.0936
2.8685E-06,1.094
2.8685E-06,1.0943
2.8686E-06,1.0947
2.8686E-06,1.095
2.8686E-06,1.0954
2.8686E-06,1.0958
2.8686E-06,1.0961
2.8686E-06,1.0965
2.8687E-06,1.0969
2.8687E-06,1.0972
2.8687E-06,1.0976
2.8687E-06,1.0979
2.8687E-06,1.0983
2.8688E-06,1.0987
2.8688E-06,1.099
2.8688E-06,1.0994
2.8688E-06,1.0998
2.8688E-06,1.1001
2.8688E-06,1.1005
2.8689E-06,1.1008
2.8689E-06,1.1012
2.8689E-06,1.1016
2.8689E-06,1.1019
2.8689E-06,1.1023
2.8689E-06,1.1027
2.869E-06,1.103
2.869E-06,1.1034
2.869E-06,1.1037
2.869E-06,1.1041
2.869E-06,1.1045
2.8691E-06,1.1048
2.8691E-06,1.1052
2.8691E-06,1.1056
2.8691E-06,1.1059
2.8691E-06,1.1063
2.8691E-06,1.1066
2.8692E-06,1.107
2.8692E-06,1.1074
2.8692E-06,1.1077
2.8692E-06,1.1081
2.8692E-06,1.1085
2.8692E-06,1.1088
2.8693E-06,1.1092
2.8693E-06,1.1095
2.8693E-06,1.1099
2.8693E-06,1.1103
2.8693E-06,1.1106
2.8693E-06,1.111
2.8694E-06,1.1114
2.8694E-06,1.1117
2.8694E-06,1.1121
2.8694E-06,1.1124
2.8694E-06,1.1128
2.8695E-06,1.1132
2.8695E-06,1.1135
2.8695E-06,1.1139
2.8695E-06,1.1143
2.8695E-06,1.1146
2.8695E-06,1.115
2.8696E-06,1.1153
2.8696E-06,1.1157
2.8696E-06,1.1161
2.8696E-06,1.1164
2.8696E-06,1.1168
2.8696E-06,1.1172
2.8697E-06,1.1175
2.8697E-06,1.1179
2.8697E-06,1.1182
2.8697E-06,1.1186
2.8697E-06,1.119
2.8698E-06,1.1193
2.8698E-06,1.1197
2.8698E-06,1.1201
2.8698E-06,1.1204
2.8698E-06,1.1208
2.8698E-06,1.1211
2.8699E-06,1.1215
2.8699E-06,1.1219
2.8699E-06,1.1222
2.8699E-06,1.1226
2.8699E-06,1.123
2.8699E-06,1.1233
2.87E-06,1.1237
2.87E-06,1.124
2.87E-06,1.1244
2.87E-06,1.1248
2.87E-06,1.1251
2.8701E-06,1.1255
2.8701E-06,1.1259
2.8701E-06,1.1262
2.8701E-06,1.1266
2.8701E-06,1.1269
2.8701E-06,1.1273
2.8702E-06,1.1277
2.8702E-06,1.128
2.8702E-06,1.1284
2.8702E-06,1.1288
2.8702E-06,1.1291
2.8702E-06,1.1295
2.8703E-06,1.1299
2.8703E-06,1.1302
2.8703E-06,1.1306
2.8703E-06,1.1309
2.8703E-06,1.1313
2.8704E-06,1.1317
2.8704E-06,1.132
2.8704E-06,1.1324
2.8704E-06,1.1328
2.8704E-06,1.1331
2.8704E-06,1.1335
2.8705E-06,1.1338
2.8705E-06,1.1342
2.8705E-06,1.1346
2.8705E-06,1.1349
2.8705E-06,1.1353
2.8705E-06,1.1357
2.8706E-06,1.136
2.8706E-06,1.1364
2.8706E-06,1.1367
2.8706E-06,1.1371
2.8706E-06,1.1375
2.8706E-06,1.1378
2.8707E-06,1.1382
2.8707E-06,1.1386
2.8707E-06,1.1389
2.8707E-06,1.1393
2.8707E-06,1.1396
2.8708E-06,1.14
2.8708E-06,1.1404
2.8708E-06,1.1407
2.8708E-06,1.1411
2.8708E-06,1.1415
2.8708E-06,1.1418
2.8709E-06,1.1422
2.8709E-06,1.1425
2.8709E-06,1.1429
2.8709E-06,1.1433
2.8709E-06,1.1436
2.8709E-06,1.144
2.871E-06,1.1444
2.871E-06,1.1447
2.871E-06,1.1451
2.871E-06,1.1454
2.871E-06,1.1458
2.8711E-06,1.1462
2.8711E-06,1.1465
2.8711E-06,1.1469
2.8711E-06,1.1473
2.8711E-06,1.1476
2.8711E-06,1.148
2.8712E-06,1.1483
2.8712E-06,1.1487
2.8712E-06,1.1491
2.8712E-06,1.1494
2.8712E-06,1.1498
2.8712E-06,1.1502
2.8713E-06,1.1505
2.8713E-06,1.1509
2.8713E-06,1.1512
2.8713E-06,1.1516
2.8713E-06,1.152
2.8714E-06,1.1523
2.8714E-06,1.1527
2.8714E-06,1.1531
2.8714E-06,1.1534
2.8714E-06,1.1538
2.8714E-06,1.1542
2.8715E-06,1.1545
2.8715E-06,1.1549
2.8715E-06,1.1552
2.8715E-06,1.1556
2.8715E-06,1.156
2.8715E-06,1.1563
2.8716E-06,1.1567
2.8716E-06,1.1571
2.8716E-06,1.1574
2.8716E-06,1.1578
2.8716E-06,1.1581
2.8717E-06,1.1585
2.8717E-06,1.1589
2.8717E-06,1.1592
2.8717E-06,1.1596
2.8717E-06,1.16
2.8717E-06,1.1603
2.8718E-06,1.1607
2.8718E-06,1.161
2.8718E-06,1.1614
2.8718E-06,1.1618
2.8718E-06,1.1621
2.8718E-06,1.1625
2.8719E-06,1.1629
2.8719E-06,1.1632
2.8719E-06,1.1636
2.8719E-06,1.1639
2.8719E-06,1.1643
2.872E-06,1.1647
2.872E-06,1.165
2.872E-06,1.1654
2.872E-06,1.1658
2.872E-06,1.1661
2.872E-06,1.1665
2.8721E-06,1.1668
2.8721E-06,1.1672
2.8721E-06,1.1676
2.8721E-06,1.1679
2.8721E-06,1.1683
2.8721E-06,1.1687
2.8722E-06,1.169
2.8722E-06,1.1694
2.8722E-06,1.1698
2.8722E-06,1.1701
2.8722E-06,1.1705
2.8722E-06,1.1708
2.8723E-06,1.1712
2.8723E-06,1.1716
2.8723E-06,1.1719
2.8723E-06,1.1723
2.8723E-06,1.1727
2.8724E-06,1.173
2.8724E-06,1.1734
2.8724E-06,1.1737
2.8724E-06,1.1741
2.8724E-06,1.1745
2.8724E-06,1.1748
2.8725E-06,1.1752
2.8725E-06,1.1756
2.8725E-06,1.1759
2.8725E-06,1.1763
2.8725E-06,1.1766
2.8725E-06,1.177
2.8726E-06,1.1774
2.8726E-06,1.1777
2.8726E-06,1.1781
2.8726E-06,1.1785
2.8726E-06,1.1788
2.8727E-06,1.1792
2.8727E-06,1.1796
2.8727E-06,1.1799
2.8727E-06,1.1803
2.8727E-06,1.1806
2.8727E-06,1.181
2.8728E-06,1.1814
2.8728E-06,1.1817
2.8728E-06,1.1821
2.8728E-06,1.1825
2.8728E-06,1.1828
2.8728E-06,1.1832
2.8729E-06,1.1835
2.8729E-06,1.1839
2.8729E-06,1.1843
2.8729E-06,1.1846
2.8729E-06,1.185
2.873E-06,1.1854
2.873E-06,1.1857
2.873E-06,1.1861
2.873E-06,1.1864
2.873E-06,1.1868
2.873E-06,1.1872
2.8731E-06,1.1875
2.8731E-06,1.1879
2.8731E-06,1.1883
2.8731E-06,1.1886
2.8731E-06,1.189
2.8731E-06,1.1894
2.8732E-06,1.1897
2.8732E-06,1.1901
2.8732E-06,1.1904
2.8732E-06,1.1908
2.8732E-06,1.1912
2.8733E-06,1.1915
2.8733E-06,1.1919
2.8733E-06,1.1923
2.8733E-06,1.1926
2.8733E-06,1.193
2.8733E-06,1.1933
2.8734E-06,1.1937
2.8734E-06,1.1941
2.8734E-06,1.1944
2.8734E-06,1.1948
2.8734E-06,1.1952
2.8734E-06,1.1955
2.8735E-06,1.1959
2.8735E-06,1.1962
2.8735E-06,1.1966
2.8735E-06,1.197
2.8735E-06,1.1973
2.8736E-06,1.1977
2.8736E-06,1.1981
2.8736E-06,1.1984
2.8736E-06,1.1988
2.8736E-06,1.1992
2.8736E-06,1.1995
2.8737E-06,1.1999
2.8737E-06,1.2002
2.8737E-06,1.2006
2.8737E-06,1.201
2.8737E-06,1.2013
2.8737E-06,1.2017
2.8738E-06,1.2021
2.8738E-06,1.2024
2.8738E-06,1.2028
2.8738E-06,1.2031
2.8738E-06,1.2035
2.8739E-06,1.2039
2.8739E-06,1.2042
2.8739E-06,1.2046
2.8739E-06,1.205
2.8739E-06,1.2053
2.8739E-06,1.2057
2.874E-06,1.206
2.874E-06,1.2064
2.874E-06,1.2068
2.874E-06,1.2071
2.874E-06,1.2075
2.874E-06,1.2079
2.8741E-06,1.2082
2.8741E-06,1.2086
2.8741E-06,1.209
2.8741E-06,1.2093
2.8741E-06,1.2097
2.8741E-06,1.21
2.8742E-06,1.2104
2.8742E-06,1.2108
2.8742E-06,1.2111
2.8742E-06,1.2115
2.8742E-06,1.2119
2.8743E-06,1.2122
2.8743E-06,1.2126
2.8743E-06,1.2129
2.8743E-06,1.2133
2.8743E-06,1.2137
2.8743E-06,1.214
2.8744E-06,1.2144
2.8744E-06,1.2148
2.8744E-06,1.2151
2.8744E-06,1.2155
2.8744E-06,1.2159
2.8744E-06,1.2162
2.8745E-06,1.2166
2.8745E-06,1.2169
2.8745E-06,1.2173
2.8745E-06,1.2177
2.8745E-06,1.218
2.8746E-06,1.2184
2.8746E-06,1.2188
2.8746E-06,1.2191
2.8746E-06,1.2195
2.8746E-06,1.2198
2.8746E-06,1.2202
2.8747E-06,1.2206
2.8747E-06,1.2209
2.8747E-06,1.2213
2.8747E-06,1.2217
2.8747E-06,1.222
2.8747E-06,1.2224
2.8748E-06,1.2228
2.8748E-06,1.2231
2.8748E-06,1.2235
2.8748E-06,1.2238
2.8748E-06,1.2242
2.8749E-06,1.2246
2.8749E-06,1.2249
2.8749E-06,1.2253
2.8749E-06,1.2257
2.8749E-06,1.226
2.8749E-06,1.2264
2.875E-06,1.2267
2.875E-06,1.2271
2.875E-06,1.2275
2.875E-06,1.2278
2.875E-06,1.2282
2.875E-06,1.2286
2.8751E-06,1.2289
2.8751E-06,1.2293
2.8751E-06,1.2297
2.8751E-06,1.23
2.8751E-06,1.2304
2.8752E-06,1.2307
2.8752E-06,1.2311
2.8752E-06,1.2315
2.8752E-06,1.2318
2.8752E-06,1.2322
2.8752E-06,1.2326
2.8753E-06,1.2329
2.8753E-06,1.2333
2.8753E-06,1.2337
2.8753E-06,1.234
2.8753E-06,1.2344
2.8753E-06,1.2347
2.8754E-06,1.2351
2.8754E-06,1.2355
2.8754E-06,1.2358
2.8754E-06,1.2362
2.8754E-06,1.2366
2.8755E-06,1.2369
2.8755E-06,1.2373
2.8755E-06,1.2376
2.8755E-06,1.238
2.8755E-06,1.2384
2.8755E-06,1.2387
2.8756E-06,1.2391
2.8756E-06,1.2395
2.8756E-06,1.2398
2.8756E-06,1.2402
