phi,theta
-0.035253,8.3899
-0.035253,8.3818
-0.035253,8.3737
-0.035253,8.3656
-0.035253,8.3575
-0.035253,8.3494
-0.035253,8.3412
-0.035253,8.3331
-0.035253,8.325
-0.035253,8.3169
-0.035253,8.3087
-0.035253,8.3006
-0.035253,8.2924
-0.035253,8.2843
-0.035253,8.2761
-0.035253,8.2679
-0.035253,8.2598
-0.035253,8.2516
-0.035253,8.2434
-0.035253,8.2352
-0.035253,8.227
-0.035253,8.2188
-0.035253,8.2106
-0.035253,8.2024
-0.035253,8.1941
-0.035253,8.1859
-0.035253,8.1777
-0.035253,8.1694
-0.035253,8.1612
-0.035253,8.1529
-0.035253,8.1447
-0.035253,8.1364
-0.035253,8.1281
-0.035254,8.1198
-0.035254,8.1116
-0.035254,8.1033
-0.035254,8.095
-0.035254,8.0867
-0.035254,8.0784
-0.035254,8.07
-0.035254,8.0617
-0.035254,8.0534
-0.035254,8.0451
-0.035254,8.0367
-0.035254,8.0284
-0.035254,8.02
-0.035254,8.0117
-0.035254,8.0033
-0.035254,7.9949
-0.035254,7.9866
-0.035254,7.9782
-0.035254,7.9698
-0.035254,7.9614
-0.035254,7.953
-0.035254,7.9446
-0.035254,7.9362
-0.035254,7.9278
-0.035254,7.9193
-0.035251,7.9109
-0.035236,7.9024
-0.03521,7.894
-0.035175,7.8855
-0.03513,7.877
-0.035075,7.8685
-0.035012,7.86
-0.034941,7.8514
-0.034861,7.8429
-0.034772,7.8343
-0.034676,7.8257
-0.034572,7.8171
-0.03446,7.8085
-0.034341,7.7998
-0.034214,7.7912
-0.03408,7.7825
-0.033938,7.7738
-0.03379,7.7651
-0.033635,7.7564
-0.033472,7.7476
-0.033303,7.7389
-0.033128,7.7301
-0.032945,7.7213
-0.032756,7.7125
-0.032561,7.7037
-0.032359,7.6949
-0.032151,7.686
-0.031936,7.6772
-0.031715,7.6683
-0.031489,7.6594
-0.031256,7.6504
-0.031017,7.6415
-0.030773,7.6325
-0.030522,7.6236
-0.030266,7.6146
-0.030004,7.6056
-0.029737,7.5965
-0.029464,7.5875
-0.029186,7.5784
-0.028902,7.5694
-0.028613,7.5603
-0.028319,7.5512
-0.02802,7.542
-0.027716,7.5329
-0.027406,7.5237
-0.027092,7.5145
-0.026773,7.5053
-0.026449,7.4961
-0.02612,7.4868
-0.025787,7.4776
-0.02545,7.4683
-0.025107,7.459
-0.024761,7.4497
-0.02441,7.4404
-0.024055,7.431
-0.023695,7.4217
-0.023332,7.4123
-0.022964,7.4029
-0.022593,7.3935
-0.022218,7.384
-0.021839,7.3746
-0.021456,7.3651
-0.021069,7.3556
-0.020679,7.3461
-0.020285,7.3366
-0.019888,7.327
-0.019488,7.3175
-0.019084,7.3079
-0.018677,7.2983
-0.018266,7.2887
-0.017853,7.2791
-0.017436,7.2694
-0.017017,7.2598
-0.016595,7.2501
-0.01617,7.2404
-0.015742,7.2307
-0.015311,7.2209
-0.014878,7.2112
-0.014442,7.2014
-0.014004,7.1916
-0.013563,7.1818
-0.01312,7.172
-0.012675,7.1622
-0.012227,7.1523
-0.011777,7.1425
-0.011325,7.1326
-0.010871,7.1227
-0.010415,7.1128
-0.0099575,7.1028
-0.0094978,7.0929
-0.0090362,7.0829
-0.0085729,7.0729
-0.008108,7.0629
-0.0076414,7.0529
-0.0071733,7.0429
-0.0067036,7.0328
-0.0062326,7.0228
-0.0057601,7.0127
-0.0052863,7.0026
-0.0048112,6.9925
-0.0043349,6.9824
-0.0038575,6.9722
-0.003379,6.9621
-0.0028994,6.9519
-0.0024188,6.9417
-0.0019372,6.9315
-0.0014548,6.9213
-0.00097152,6.9111
-0.00048747,6.9009
-2.6829e-06,6.8906
0.00048279,6.8803
0.00096889,6.87
0.0014556,6.8597
0.0019428,6.8494
0.0024305,6.8391
0.0029186,6.8288
0.0034071,6.8184
0.003896,6.808
0.0043852,6.7977
0.0048746,6.7873
0.0053642,6.7769
0.005854,6.7665
0.0063438,6.756
0.0068338,6.7456
0.0073238,6.7351
0.0078137,6.7247
0.0083036,6.7142
0.0087934,6.7037
0.0092831,6.6932
0.0097725,6.6827
0.010262,6.6721
0.010751,6.6616
0.011239,6.651
0.011728,6.6405
0.012216,6.6299
0.012703,6.6193
0.01319,6.6087
0.013677,6.5981
0.014163,6.5875
0.014648,6.5768
0.015133,6.5662
0.015617,6.5556
0.016101,6.5449
0.016584,6.5342
0.017066,6.5235
0.017547,6.5128
0.018028,6.5021
0.018508,6.4914
0.018987,6.4807
0.019464,6.47
0.019941,6.4592
0.020418,6.4485
0.020893,6.4377
0.021367,6.427
0.02184,6.4162
0.022312,6.4054
0.022782,6.3946
0.023237,6.3838
0.023674,6.3731
0.024096,6.3623
0.024502,6.3515
0.024895,6.3408
0.025275,6.33
0.025642,6.3192
0.025997,6.3085
0.026341,6.2978
0.026675,6.287
0.026998,6.2763
0.027311,6.2656
0.027614,6.2548
0.027908,6.2441
0.028193,6.2334
0.028469,6.2227
0.028737,6.212
0.028997,6.2013
0.029249,6.1906
0.029494,6.1799
0.02973,6.1692
0.02996,6.1585
0.030182,6.1479
0.030398,6.1372
0.030607,6.1265
0.030809,6.1159
0.031005,6.1052
0.031195,6.0946
0.031379,6.0839
0.031557,6.0733
0.031729,6.0627
0.031896,6.052
0.032057,6.0414
0.032213,6.0308
0.032364,6.0202
0.03251,6.0096
0.032651,5.999
0.032787,5.9884
0.032918,5.9778
0.033045,5.9672
0.033168,5.9567
0.033287,5.9461
0.033401,5.9355
0.033511,5.925
0.033617,5.9144
0.03372,5.9039
0.033819,5.8933
0.033914,5.8828
0.034005,5.8723
0.034094,5.8618
0.034178,5.8513
0.03426,5.8407
0.034339,5.8302
0.034414,5.8198
0.034487,5.8093
0.034556,5.7988
0.034623,5.7883
0.034687,5.7778
0.034749,5.7674
0.034808,5.7569
0.034864,5.7465
0.034919,5.736
0.03497,5.7256
0.03502,5.7152
0.035067,5.7048
0.035113,5.6943
0.035156,5.6839
0.035197,5.6735
0.035237,5.6631
0.035274,5.6527
0.03531,5.6424
0.035344,5.632
0.035376,5.6216
0.035406,5.6113
0.035436,5.6009
0.035463,5.5906
0.035489,5.5802
0.035514,5.5699
0.035537,5.5595
0.035559,5.5492
0.03558,5.5389
0.035599,5.5286
0.035617,5.5183
0.035634,5.508
0.03565,5.4977
0.035665,5.4874
0.035679,5.4771
0.035692,5.4669
0.035704,5.4566
0.035715,5.4463
0.035725,5.4361
0.035734,5.4259
0.035742,5.4156
0.03575,5.4054
0.035757,5.3952
0.035763,5.3849
0.035769,5.3747
0.035773,5.3645
0.035778,5.3543
0.035781,5.3441
0.035784,5.3339
0.035786,5.3238
0.035788,5.3136
0.03579,5.3034
0.035791,5.2933
0.035791,5.2831
0.035791,5.273
0.03579,5.2628
0.03579,5.2527
0.035788,5.2426
0.035787,5.2324
0.035785,5.2223
0.035782,5.2122
0.03578,5.2021
0.035777,5.192
0.035773,5.1819
0.03577,5.1718
0.035766,5.1618
0.035762,5.1517
0.035758,5.1416
0.035753,5.1316
0.035749,5.1215
0.035744,5.1115
0.035739,5.1014
0.035734,5.0914
0.035729,5.0814
0.035723,5.0714
0.035718,5.0613
0.035712,5.0513
0.035706,5.0413
0.0357,5.0313
0.035694,5.0214
0.035688,5.0114
0.035682,5.0014
0.035676,4.9914
0.035669,4.9815
0.035663,4.9715
0.035657,4.9616
0.03565,4.9516
0.035644,4.9417
0.035637,4.9317
0.035631,4.9218
0.035624,4.9119
0.035618,4.902
0.035611,4.8921
0.035604,4.8822
0.035598,4.8723
0.035591,4.8624
0.035585,4.8525
0.035578,4.8426
0.035572,4.8328
0.035565,4.8229
0.035559,4.813
0.035552,4.8032
0.035546,4.7933
0.03554,4.7835
0.035533,4.7737
0.035527,4.7638
0.035521,4.754
0.035515,4.7442
0.035509,4.7344
0.035503,4.7246
0.035497,4.7148
0.035491,4.705
0.035485,4.6952
0.035479,4.6855
0.035473,4.6757
0.035467,4.6659
0.035462,4.6562
0.035456,4.6464
0.035451,4.6367
0.035445,4.6269
0.03544,4.6172
0.035434,4.6074
0.035429,4.5977
0.035424,4.588
0.035419,4.5783
0.035414,4.5686
0.035409,4.5589
0.035404,4.5492
0.035399,4.5395
0.035394,4.5298
0.035389,4.5202
0.035385,4.5105
0.03538,4.5008
0.035376,4.4912
0.035371,4.4815
0.035367,4.4719
0.035362,4.4622
0.035358,4.4526
0.035354,4.443
0.03535,4.4334
0.035346,4.4237
0.035342,4.4141
0.035338,4.4045
0.035334,4.3949
0.035331,4.3853
0.035327,4.3758
0.035323,4.3662
0.03532,4.3566
0.035316,4.347
0.035313,4.3375
0.035309,4.3279
0.035306,4.3184
0.035303,4.3088
0.0353,4.2993
0.035297,4.2898
0.035294,4.2803
0.035291,4.2707
0.035288,4.2612
0.035285,4.2517
0.035282,4.2422
0.035279,4.2327
0.035277,4.2232
0.035274,4.2138
0.035271,4.2043
0.035269,4.1948
0.035266,4.1853
0.035264,4.1759
0.035262,4.1664
0.035259,4.157
0.035257,4.1475
0.035255,4.1381
0.035253,4.1287
0.03525,4.1193
0.035248,4.1098
0.035246,4.1004
0.035244,4.091
0.035242,4.0816
0.035241,4.0722
0.035239,4.0629
0.035237,4.0535
0.035235,4.0441
0.035233,4.0347
0.035232,4.0254
0.03523,4.016
0.035229,4.0067
0.035227,3.9973
0.035226,3.988
0.035224,3.9786
0.035223,3.9693
0.035221,3.96
0.03522,3.9507
0.035219,3.9414
0.035217,3.9321
0.035216,3.9228
0.035215,3.9135
0.035214,3.9042
0.035212,3.8949
0.035211,3.8856
0.03521,3.8764
0.035209,3.8671
0.035208,3.8579
0.035207,3.8486
0.035206,3.8394
0.035205,3.8301
0.035204,3.8209
0.035203,3.8117
0.035202,3.8025
0.035201,3.7932
0.035201,3.784
0.0352,3.7748
0.035199,3.7656
0.035198,3.7565
0.035198,3.7473
0.035197,3.7381
0.035196,3.7289
0.035195,3.7198
0.035195,3.7106
0.035194,3.7014
0.035194,3.6923
0.035193,3.6831
0.035192,3.674
0.035192,3.6649
0.035191,3.6558
0.035191,3.6466
0.03519,3.6375
0.03519,3.6284
0.035189,3.6193
0.035189,3.6102
0.035188,3.6011
0.035188,3.5921
0.035188,3.583
0.035187,3.5739
0.035187,3.5648
0.035186,3.5558
0.035186,3.5467
0.035186,3.5377
0.035185,3.5286
0.035185,3.5196
0.035185,3.5106
0.035184,3.5016
0.035184,3.4925
0.035184,3.4835
0.035184,3.4745
0.035183,3.4655
0.035183,3.4565
0.035183,3.4475
0.035183,3.4386
0.035182,3.4296
0.035182,3.4206
0.035182,3.4117
0.035182,3.4027
0.035182,3.3937
0.035182,3.3848
0.035181,3.3759
0.035181,3.3669
0.035181,3.358
0.035181,3.3491
0.035181,3.3402
0.035181,3.3312
0.035181,3.3223
0.03518,3.3134
0.03518,3.3046
0.03518,3.2957
0.03518,3.2868
0.03518,3.2779
0.03518,3.269
0.03518,3.2602
0.03518,3.2513
0.03518,3.2425
0.03518,3.2336
0.03518,3.2248
0.035179,3.216
0.035179,3.2071
0.035179,3.1983
0.035179,3.1895
0.035179,3.1807
0.035179,3.1719
0.035179,3.1631
0.035179,3.1543
0.035179,3.1455
0.035179,3.1367
0.035179,3.128
0.035179,3.1192
0.035179,3.1104
0.035179,3.1017
0.035179,3.0929
0.035179,3.0842
0.035179,3.0754
0.035179,3.0667
0.035179,3.058
0.035179,3.0493
0.035179,3.0406
0.035179,3.0318
0.035179,3.0231
0.035179,3.0145
0.035179,3.0058
0.035179,2.9971
0.035179,2.9884
0.035179,2.9797
0.035179,2.9711
0.035179,2.9624
0.035179,2.9537
0.035179,2.9451
0.035179,2.9365
0.035179,2.9278
0.035179,2.9192
0.035179,2.9106
0.035179,2.9019
0.035179,2.8933
0.035179,2.8847
0.035179,2.8761
0.035179,2.8675
0.03518,2.8589
0.03518,2.8504
0.03518,2.8418
0.03518,2.8332
0.03518,2.8246
0.03518,2.8161
0.03518,2.8075
0.03518,2.799
0.03518,2.7904
0.03518,2.7819
0.03518,2.7734
0.03518,2.7649
0.03518,2.7563
0.03518,2.7478
0.03518,2.7393
0.03518,2.7308
0.03518,2.7223
0.03518,2.7138
0.03518,2.7054
0.03518,2.6969
0.03518,2.6884
0.03518,2.68
0.03518,2.6715
0.03518,2.663
0.03518,2.6546
0.035181,2.6462
0.035181,2.6377
0.035181,2.6293
0.035181,2.6209
0.035181,2.6125
0.035181,2.604
0.035181,2.5956
0.035181,2.5872
0.035181,2.5789
0.035181,2.5705
0.035181,2.5621
0.035181,2.5537
0.035181,2.5453
0.035181,2.537
0.035181,2.5286
0.035181,2.5203
0.035181,2.5119
0.035181,2.5036
0.035181,2.4953
0.035181,2.4869
0.035181,2.4786
0.035181,2.4703
0.035181,2.462
0.035182,2.4537
0.035182,2.4454
0.035182,2.4371
0.035182,2.4288
0.035182,2.4205
0.035182,2.4123
0.035182,2.404
0.035182,2.3957
0.035182,2.3875
0.035182,2.3792
0.035182,2.371
0.035182,2.3627
0.035182,2.3545
0.035182,2.3463
0.035182,2.3381
0.035182,2.3299
0.035182,2.3216
0.035182,2.3134
0.035182,2.3052
0.035182,2.2971
0.035182,2.2889
0.035182,2.2807
0.035182,2.2725
0.035182,2.2644
0.035182,2.2562
0.035182,2.248
0.035183,2.2399
0.035183,2.2318
0.035183,2.2236
0.035183,2.2155
0.035183,2.2074
0.035183,2.1992
0.035183,2.1911
0.035183,2.183
0.035183,2.1749
0.035183,2.1668
0.035183,2.1587
0.035183,2.1507
0.035183,2.1426
0.035183,2.1345
0.035183,2.1264
0.035183,2.1184
0.035183,2.1103
0.035183,2.1023
0.035183,2.0942
0.035183,2.0862
0.035183,2.0782
0.035183,2.0702
0.035183,2.0621
0.035183,2.0541
0.035183,2.0461
0.035183,2.0381
0.035183,2.0301
0.035183,2.0221
0.035184,2.0142
0.035184,2.0062
0.035184,1.9982
0.035184,1.9902
0.035184,1.9823
0.035184,1.9743
0.035184,1.9664
0.035184,1.9585
0.035184,1.9505
0.035184,1.9426
0.035184,1.9347
0.035184,1.9268
0.035184,1.9188
0.035184,1.9109
0.035184,1.903
0.035184,1.8952
0.035184,1.8873
0.035184,1.8794
0.035184,1.8715
0.035184,1.8636
0.035184,1.8558
0.035184,1.8479
0.035184,1.8401
0.035184,1.8322
0.035184,1.8244
0.035184,1.8166
0.035184,1.8087
0.035184,1.8009
0.035184,1.7931
0.035184,1.7853
0.035184,1.7775
0.035184,1.7697
0.035184,1.7619
0.035185,1.7541
0.035185,1.7463
0.035185,1.7386
0.035185,1.7308
0.035185,1.723
0.035185,1.7153
0.035185,1.7075
0.035185,1.6998
0.035185,1.692
0.035185,1.6843
0.035185,1.6766
0.035185,1.6689
0.035185,1.6612
0.035185,1.6534
0.035185,1.6457
0.035185,1.638
0.035185,1.6304
0.035185,1.6227
0.035185,1.615
0.035185,1.6073
0.035185,1.5997
0.035185,1.592
0.035185,1.5843
0.035185,1.5767
0.035185,1.5691
0.035185,1.5614
0.035185,1.5538
0.035185,1.5462
0.035185,1.5385
0.035185,1.5309
0.035185,1.5233
0.035185,1.5157
0.035185,1.5081
0.035185,1.5005
0.035185,1.493
0.035185,1.4854
0.035185,1.4778
0.035186,1.4703
0.035186,1.4627
0.035186,1.4551
0.035186,1.4476
0.035186,1.4401
0.035186,1.4325
0.035186,1.425
0.035186,1.4175
0.035186,1.41
0.035186,1.4024
0.035186,1.3949
0.035186,1.3874
0.035186,1.3799
0.035186,1.3725
0.035186,1.365
0.035186,1.3575
0.035186,1.35
0.035186,1.3426
0.035186,1.3351
0.035186,1.3277
0.035186,1.3202
0.035186,1.3128
0.035186,1.3053
0.035186,1.2979
0.035186,1.2905
0.035186,1.2831
0.035186,1.2757
0.035186,1.2683
0.035186,1.2609
0.035186,1.2535
0.035186,1.2461
0.035186,1.2387
0.035186,1.2313
0.035186,1.224
0.035186,1.2166
0.035186,1.2092
0.035186,1.2019
0.035186,1.1946
0.035187,1.1872
0.035187,1.1799
0.035187,1.1726
0.035187,1.1652
0.035187,1.1579
0.035187,1.1506
0.035187,1.1433
0.035187,1.136
0.035187,1.1287
0.035187,1.1214
0.035187,1.1142
0.035187,1.1069
0.035187,1.0996
0.035187,1.0924
0.035187,1.0851
0.035187,1.0779
0.035187,1.0706
0.035187,1.0634
0.035187,1.0561
0.035187,1.0489
0.035187,1.0417
0.035187,1.0345
0.035187,1.0273
0.035187,1.0201
0.035187,1.0129
0.035187,1.0057
0.035187,0.99851
0.035187,0.99134
0.035187,0.98416
0.035187,0.977
0.035187,0.96984
0.035187,0.96269
0.035187,0.95554
0.035187,0.9484
0.035187,0.94126
0.035187,0.93413
0.035187,0.92701
0.035187,0.91989
0.035187,0.91278
0.035188,0.90567
0.035188,0.89857
0.035188,0.89148
0.035188,0.88439
0.035188,0.87731
0.035188,0.87023
0.035188,0.86316
0.035188,0.8561
0.035188,0.84904
0.035188,0.84199
0.035188,0.83494
0.035188,0.8279
0.035188,0.82087
0.035188,0.81384
0.035188,0.80682
0.035188,0.7998
0.035188,0.79279
0.035188,0.78579
0.035188,0.77879
0.035188,0.7718
0.035188,0.76481
0.035188,0.75783
0.035188,0.75085
0.035188,0.74389
0.035188,0.73692
0.035188,0.72997
0.035188,0.72302
0.035188,0.71607
0.035188,0.70913
0.035188,0.7022
0.035188,0.69527
0.035188,0.68835
0.035188,0.68144
0.035188,0.67453
0.035188,0.66762
0.035188,0.66073
0.035188,0.65384
0.035188,0.64695
0.035188,0.64007
0.035189,0.6332
0.035189,0.62633
0.035189,0.61947
0.035189,0.61261
0.035189,0.60576
0.035189,0.59892
0.035189,0.59208
0.035189,0.58525
0.035189,0.57843
0.035189,0.57161
0.035189,0.56479
0.035189,0.55799
0.035189,0.55118
0.035189,0.54439
0.035189,0.5376
0.035189,0.53081
0.035189,0.52404
0.035189,0.51726
0.035189,0.5105
0.035189,0.50374
0.035189,0.49698
0.035189,0.49024
0.035189,0.48349
0.035189,0.47676
0.035189,0.47003
0.035189,0.4633
0.035189,0.45659
0.035189,0.44987
0.035189,0.44317
0.035189,0.43647
0.035189,0.42977
0.035189,0.42308
0.035189,0.4164
0.035189,0.40972
0.035189,0.40305
0.035189,0.39639
0.035189,0.38973
0.035189,0.38308
0.035189,0.37643
0.03519,0.36979
0.03519,0.36316
0.03519,0.35653
0.03519,0.3499
0.03519,0.34329
0.03519,0.33668
0.03519,0.33007
0.03519,0.32347
0.03519,0.31688
0.03519,0.31029
0.03519,0.30371
0.03519,0.29714
0.03519,0.29057
0.03519,0.284
0.03519,0.27745
0.03519,0.27089
0.03519,0.26435
0.03519,0.25781
0.03519,0.25128
0.03519,0.24475
0.03519,0.23823
0.03519,0.23171
0.03519,0.2252
0.03519,0.2187
0.03519,0.2122
0.03519,0.20571
0.03519,0.19922
0.03519,0.19274
0.03519,0.18627
0.03519,0.1798
0.03519,0.17334
0.03519,0.16688
0.03519,0.16043
0.03519,0.15399
0.03519,0.14755
0.03519,0.14112
0.03519,0.13469
0.03519,0.12827
0.03519,0.12186
0.035191,0.11545
0.035191,0.10905
0.035191,0.10265
0.035191,0.096263
0.035191,0.089879
0.035191,0.083501
0.035191,0.077128
0.035191,0.070762
0.035191,0.064401
0.035191,0.058047
0.035191,0.051698
0.035191,0.045356
0.035191,0.039019
0.035191,0.032688
0.035191,0.026364
0.035191,0.020045
0.035191,0.013732
0.035191,0.0074255
0.035191,0.0011246
0.035191,-0.0051702
0.035191,-0.011459
0.035191,-0.017742
0.035191,-0.024019
0.035191,-0.03029
0.035191,-0.036555
0.035191,-0.042814
0.035191,-0.049067
0.035191,-0.055314
0.035191,-0.061556
0.035191,-0.067791
0.035191,-0.07402
0.035191,-0.080243
0.035191,-0.086461
0.035191,-0.092672
0.035191,-0.098878
0.035191,-0.10508
0.035191,-0.11127
0.035191,-0.11746
0.035191,-0.12364
0.035191,-0.12982
0.035192,-0.13598
0.035192,-0.14215
0.035192,-0.14831
0.035192,-0.15446
0.035192,-0.1606
0.035192,-0.16674
0.035192,-0.17288
0.035192,-0.179
0.035192,-0.18513
0.035192,-0.19124
0.035192,-0.19735
0.035192,-0.20346
0.035192,-0.20955
0.035192,-0.21565
0.035192,-0.22173
0.035192,-0.22781
0.035192,-0.23389
0.035192,-0.23996
0.035192,-0.24602
0.035192,-0.25207
0.035192,-0.25812
0.035192,-0.26417
0.035192,-0.27021
0.035192,-0.27624
0.035192,-0.28227
0.035192,-0.28829
0.035192,-0.2943
0.035192,-0.30031
0.035192,-0.30631
0.035192,-0.31231
0.035192,-0.3183
0.035192,-0.32428
0.035192,-0.33026
0.035192,-0.33623
0.035192,-0.3422
0.035192,-0.34816
0.035192,-0.35412
0.035192,-0.36007
0.035192,-0.36601
0.035193,-0.37195
0.035193,-0.37788
0.035193,-0.3838
0.035193,-0.38972
0.035193,-0.39563
0.035193,-0.40154
0.035193,-0.40744
0.035193,-0.41334
0.035193,-0.41923
0.035193,-0.42511
0.035193,-0.43099
0.035193,-0.43686
0.035193,-0.44272
0.035193,-0.44858
0.035193,-0.45444
0.035193,-0.46028
0.035193,-0.46613
0.035193,-0.47196
0.035193,-0.47779
0.035193,-0.48361
0.035193,-0.48943
0.035193,-0.49524
0.035193,-0.50105
0.035193,-0.50685
0.035193,-0.51264
0.035193,-0.51843
0.035193,-0.52421
0.035193,-0.52999
0.035193,-0.53576
0.035193,-0.54152
0.035193,-0.54728
0.035193,-0.55303
0.035193,-0.55878
0.035193,-0.56452
0.035193,-0.57025
0.035193,-0.57598
0.035193,-0.5817
0.035193,-0.58742
0.035193,-0.59313
0.035194,-0.59883
0.035194,-0.60453
0.035194,-0.61022
0.035194,-0.61591
0.035194,-0.62159
0.035194,-0.62726
0.035194,-0.63293
0.035194,-0.63859
0.035194,-0.64425
0.035194,-0.6499
0.035194,-0.65555
0.035194,-0.66118
0.035194,-0.66682
0.035194,-0.67244
0.035194,-0.67806
0.035194,-0.68368
0.035194,-0.68929
0.035194,-0.69489
0.035194,-0.70049
0.035194,-0.70608
0.035194,-0.71166
0.035194,-0.71724
0.035194,-0.72281
0.035194,-0.72838
0.035194,-0.73394
0.035194,-0.7395
0.035194,-0.74505
0.035194,-0.75059
0.035194,-0.75613
0.035194,-0.76166
0.035194,-0.76718
0.035194,-0.7727
0.035194,-0.77822
0.035194,-0.78372
0.035194,-0.78922
0.035194,-0.79472
0.035194,-0.80021
0.035194,-0.80569
0.035194,-0.81117
0.035195,-0.81664
0.035195,-0.82211
0.035195,-0.82757
0.035195,-0.83302
0.035195,-0.83847
0.035195,-0.84391
0.035195,-0.84934
0.035195,-0.85477
0.035195,-0.8602
0.035195,-0.86562
0.035195,-0.87103
0.035195,-0.87643
0.035195,-0.88183
0.035195,-0.88723
0.035195,-0.89261
0.035195,-0.898
0.035195,-0.90337
0.035195,-0.90874
0.035195,-0.91411
0.035195,-0.91946
0.035195,-0.92482
0.035195,-0.93016
0.035195,-0.9355
0.035195,-0.94084
0.035195,-0.94617
0.035195,-0.95149
0.035195,-0.9568
0.035195,-0.96211
0.035195,-0.96742
0.035195,-0.97272
0.035195,-0.97801
0.035195,-0.9833
0.035195,-0.98858
0.035195,-0.99385
0.035195,-0.99912
0.035195,-1.0044
0.035195,-1.0096
0.035195,-1.0149
0.035195,-1.0201
0.035196,-1.0254
0.035196,-1.0306
0.035196,-1.0358
0.035196,-1.0411
0.035196,-1.0463
0.035196,-1.0515
0.035196,-1.0567
0.035196,-1.0619
0.035196,-1.0671
0.035196,-1.0723
0.035196,-1.0774
0.035196,-1.0826
0.035196,-1.0878
0.035196,-1.0929
0.035196,-1.0981
0.035196,-1.1032
0.035196,-1.1084
0.035196,-1.1135
0.035196,-1.1186
0.035196,-1.1238
0.035196,-1.1289
0.035196,-1.134
0.035196,-1.1391
0.035196,-1.1442
0.035196,-1.1493
0.035196,-1.1544
0.035196,-1.1595
0.035196,-1.1646
0.035196,-1.1696
0.035196,-1.1747
0.035196,-1.1798
0.035196,-1.1848
0.035196,-1.1899
0.035196,-1.1949
0.035196,-1.1999
0.035196,-1.205
0.035196,-1.21
0.035196,-1.215
0.035196,-1.22
0.035197,-1.225
0.035197,-1.23
0.035197,-1.235
0.035197,-1.24
0.035197,-1.245
0.035197,-1.25
0.035197,-1.2549
0.035197,-1.2599
0.035197,-1.2649
0.035197,-1.2698
0.035197,-1.2747
0.035197,-1.2797
0.035197,-1.2846
0.035197,-1.2896
0.035197,-1.2945
0.035197,-1.2994
0.035197,-1.3043
0.035197,-1.3092
0.035197,-1.3141
0.035197,-1.319
0.035197,-1.3239
0.035197,-1.3288
0.035197,-1.3336
0.035197,-1.3385
0.035197,-1.3434
0.035197,-1.3482
0.035197,-1.3531
0.035197,-1.3579
0.035197,-1.3628
0.035197,-1.3676
0.035197,-1.3724
0.035197,-1.3772
0.035197,-1.3821
0.035197,-1.3869
0.035197,-1.3917
0.035197,-1.3965
0.035197,-1.4013
0.035197,-1.406
0.035197,-1.4108
0.035198,-1.4156
0.035198,-1.4204
0.035198,-1.4251
0.035198,-1.4299
0.035198,-1.4346
0.035198,-1.4394
0.035198,-1.4441
0.035198,-1.4488
0.035198,-1.4536
0.035198,-1.4583
0.035198,-1.463
0.035198,-1.4677
0.035198,-1.4724
0.035198,-1.4771
0.035198,-1.4818
0.035198,-1.4865
0.035198,-1.4911
0.035198,-1.4958
0.035198,-1.5005
0.035198,-1.5051
0.035198,-1.5098
0.035198,-1.5144
0.035198,-1.5191
0.035198,-1.5237
0.035198,-1.5283
0.035198,-1.533
0.035198,-1.5376
0.035198,-1.5422
0.035198,-1.5468
0.035198,-1.5514
0.035198,-1.556
0.035198,-1.5606
0.035198,-1.5652
0.035198,-1.5697
0.035198,-1.5743
0.035198,-1.5789
0.035198,-1.5834
0.035198,-1.588
0.035198,-1.5925
0.035199,-1.5971
0.035199,-1.6016
0.035199,-1.6061
0.035199,-1.6107
0.035199,-1.6152
0.035199,-1.6197
0.035199,-1.6242
0.035199,-1.6287
0.035199,-1.6332
0.035199,-1.6377
0.035199,-1.6421
0.035199,-1.6466
0.035199,-1.6511
0.035199,-1.6555
0.035199,-1.66
0.035199,-1.6644
0.035199,-1.6689
0.035199,-1.6733
0.035199,-1.6778
0.035199,-1.6822
0.035199,-1.6866
0.035199,-1.691
0.035199,-1.6954
0.035199,-1.6998
0.035199,-1.7042
0.035199,-1.7086
0.035199,-1.713
0.035199,-1.7174
0.035199,-1.7218
0.035199,-1.7261
0.035199,-1.7305
0.035199,-1.7348
0.035199,-1.7392
0.035199,-1.7435
0.035199,-1.7479
0.035199,-1.7522
0.035199,-1.7565
0.035199,-1.7608
0.035199,-1.7652
0.0352,-1.7695
0.0352,-1.7738
0.0352,-1.7781
0.0352,-1.7823
0.0352,-1.7866
0.0352,-1.7909
0.0352,-1.7952
0.0352,-1.7994
0.0352,-1.8037
0.0352,-1.808
0.0352,-1.8122
0.0352,-1.8164
0.0352,-1.8207
0.0352,-1.8249
0.0352,-1.8291
0.0352,-1.8333
0.0352,-1.8376
0.0352,-1.8418
0.0352,-1.846
0.0352,-1.8502
0.0352,-1.8543
0.0352,-1.8585
0.0352,-1.8627
0.0352,-1.8669
0.0352,-1.871
0.0352,-1.8752
0.0352,-1.8793
0.0352,-1.8835
0.0352,-1.8876
0.0352,-1.8918
0.0352,-1.8959
0.0352,-1.9
0.0352,-1.9041
0.0352,-1.9082
0.0352,-1.9123
0.0352,-1.9164
0.0352,-1.9205
0.0352,-1.9246
0.0352,-1.9287
0.035201,-1.9328
0.035201,-1.9368
0.035201,-1.9409
0.035201,-1.945
0.035201,-1.949
0.035201,-1.953
0.035201,-1.9571
0.035201,-1.9611
0.035201,-1.9651
0.035201,-1.9692
0.035201,-1.9732
0.035201,-1.9772
0.035201,-1.9812
0.035201,-1.9852
