phi,theta
1.6,-0.69241
1.6,-0.72058
1.6,-0.74908
1.6,-0.77792
1.6,-0.80708
1.6,-0.83655
1.6,-0.86631
1.6,-0.89637
1.6,-0.92671
1.6,-0.95732
1.6,-0.98819
1.6,-1.0193
1.6,-1.0507
1.6,-1.0823
1.6,-1.1141
1.6,-1.1462
1.6,-1.1785
1.6,-1.211
1.6,-1.2437
1.6,-1.2766
1.6,-1.3096
1.6,-1.3429
1.6,-1.3763
1.6,-1.4099
1.6,-1.4437
1.6,-1.4776
1.6,-1.5117
1.6,-1.5459
1.6,-1.5803
1.6,-1.6148
1.6,-1.6495
1.6,-1.6842
1.6,-1.7191
1.6,-1.7542
1.6,-1.7893
1.6,-1.8246
1.6,-1.8599
1.6,-1.8954
1.6,-1.9309
1.6,-1.9666
1.6,-2.0024
1.6,-2.0382
1.6,-2.0741
1.6,-2.1102
1.6,-2.1463
1.6,-2.1824
1.6,-2.2187
1.6,-2.255
1.6,-2.2914
1.6,-2.3279
1.6,-2.3644
1.6,-2.401
1.6,-2.4377
1.6,-2.4744
1.6,-2.5112
1.6,-2.5481
1.6,-2.585
1.6,-2.6219
1.6,-2.6589
1.6,-2.6959
1.6,-2.733
1.6,-2.7702
1.6,-2.8073
1.6,-2.8446
1.6,-2.8818
1.6,-2.9191
1.6,-2.9565
1.6,-2.9938
1.6,-3.0312
1.6,-3.0687
1.6,-3.1062
1.6,-3.1437
1.6,-3.1812
1.6,-3.2188
1.6,-3.2564
1.6,-3.294
1.6,-3.3316
1.6,-3.3693
1.6,-3.407
1.6,-3.4447
1.6,-3.4825
1.6,-3.5203
1.6,-3.558
1.6,-3.5959
1.6,-3.6337
1.6,-3.6715
1.6,-3.7094
1.6,-3.7473
1.6,-3.7852
1.6,-3.8231
1.6,-3.8611
1.6,-3.899
1.6,-3.937
1.6,-3.975
1.6,-4.013
1.6,-4.051
1.6,-4.089
1.6,-4.127
1.6,-4.1651
1.6,-4.2032
1.6,-4.2412
1.6,-4.2793
1.6,-4.3174
1.6,-4.3555
1.6,-4.3936
1.6,-4.4317
1.6,-4.4699
1.6,-4.508
1.6,-4.5462
1.6,-4.5843
1.6,-4.6225
1.6,-4.6607
1.6,-4.6988
1.6,-4.737
1.6,-4.7752
1.6,-4.8134
1.6,-4.8516
1.6,-4.8899
1.6,-4.9281
1.6,-4.9663
1.6,-5.0045
1.6,-5.0428
1.6,-5.081
1.6,-5.1193
1.6,-5.1575
1.6,-5.1958
1.6,-5.234
1.6,-5.2723
1.6,-5.3106
1.6,-5.3488
1.6,-5.3871
1.6,-5.4254
1.6,-5.4637
1.6,-5.502
1.6,-5.5403
1.6,-5.5786
1.6,-5.6169
1.6,-5.6552
1.6,-5.6935
1.6,-5.7318
1.6,-5.7701
1.6,-5.8084
1.6,-5.8467
1.6,-5.885
1.6,-5.9233
1.6,-5.9617
1.6,-6
1.6,-6.0383
1.6,-6.0767
1.6,-6.115
1.6,-6.1533
1.6,-6.1917
1.6,-6.23
1.6,-6.2683
1.6,-6.3067
1.6,-6.345
1.6,-6.3834
1.6,-6.4217
1.6,-6.46
1.6,-6.4984
1.6,-6.5367
1.6,-6.5751
1.6,-6.6134
1.6,-6.6518
1.6,-6.6902
1.6,-6.7285
1.6,-6.7669
1.6,-6.8052
1.6,-6.8436
1.6,-6.8819
1.6,-6.9203
1.6,-6.9587
1.6,-6.997
1.6,-7.0354
1.6,-7.0737
1.6,-7.1121
1.6,-7.1505
1.6,-7.1888
1.6,-7.2272
1.6,-7.2656
1.6,-7.3039
1.6,-7.3423
1.6,-7.3807
1.6,-7.4191
1.6,-7.4574
